"CREATE_DATE","COMPLETE_DATE","X_COORD","Y_COORD","CALL_CNT"
2011-01-06,2011-01-25,1171002.05922552,1884734.62047412,1
2011-01-06,2011-01-14,1170271.30767761,1855469.76770267,1
2011-01-06,2011-01-26,1156856.26009908,1895233.32566942,1
2011-01-06,2011-02-01,1202695.91996642,1837948.6634239,1
2011-01-06,2011-01-31,1156202.17383311,1919401.84001714,1
2011-01-06,2011-01-26,1138353.25750284,1866075.02009359,1
2011-01-06,2011-01-28,1141168.8438669,1932095.35318097,1
2011-01-06,2011-01-27,1178471.90110027,1854652.17863286,1
2011-01-06,2011-01-26,1159466.0482214,1932852.56999679,1
2011-01-06,2011-04-08,1133910.99990344,1911490.01200615,1
2011-01-06,2011-02-01,1201123.40621291,1842032.9300035,1
2011-01-06,2011-04-08,1133909.69990344,1911536.81200615,1
2011-01-06,2011-02-04,1168353.54650021,1916455.59270011,1
2011-01-06,2011-02-04,1144055.00537054,1871016.99492297,1
2011-01-06,2011-02-04,1201866.93278302,1833239.15149523,1
2011-01-06,2011-04-05,1168998.20782973,1830493.94448784,1
2011-01-06,2011-02-04,1149733.58999984,1875564.24002216,1
2011-01-06,2011-02-19,1203519.82058849,1831315.32468588,1
2011-01-06,2011-02-08,1134206.34297034,1932895.14036894,1
2011-01-06,2011-04-28,1175067.28020714,1835942.07732909,1
2011-01-06,2011-04-11,1158302.36772463,1936437.68573247,1
2011-01-07,2011-02-01,1196423.94781884,1820360.81922416,1
2011-01-07,2011-01-31,1154779.14250402,1856324.81007978,1
2011-01-07,2011-01-27,1151679.18128456,1830684.97723408,1
2011-01-07,2011-01-26,1157455.16469476,1943908.30018936,1
2011-01-07,2011-01-25,1116622.41846816,1930724.33179034,1
2011-01-07,2011-01-26,1172362.10897134,1840258.16701399,1
2011-01-07,2011-01-07,1170628.06502003,1913652.22042056,1
2011-01-07,2011-01-07,1151122.09477505,1914363.61737375,1
2011-01-07,2011-01-11,1153806.31787677,1875252.05710352,1
2011-01-07,2011-01-13,1128568.73009053,1918873.42779229,1
2011-01-07,2011-01-13,1165558.72000293,1906287.95997372,1
2011-01-07,2011-02-04,1119735.38200109,1934141.16333195,1
2011-01-07,2011-01-24,1148657.52496997,1932257.92580701,1
2011-01-07,2011-01-19,1181289.55028919,1864488.80610128,1
2011-01-07,2011-01-14,1171175.30273259,1858752.60727819,1
2011-01-07,2011-04-21,1173489.54710362,1848403.84800326,1
2011-01-07,2011-04-14,1158729.70638249,1865050.86929439,1
2011-01-07,2011-08-25,1131707.84379696,1915225.93862097,1
2011-01-07,2011-08-29,1161263.85988117,1931859.41458264,1
2011-01-07,2011-01-21,1178355.53550201,1859249.22939114,1
2011-01-08,2011-05-09,1153710.10810796,1912427.03402795,1
2011-01-08,2011-01-13,1153179.41121765,1853420.76000714,1
2011-01-08,2011-01-10,1154270.62199656,1903805.70801423,1
2011-01-08,2011-04-07,1163386.50069996,1909445.37941163,1
2011-01-08,2011-03-01,1133520.99289105,1924598.53591667,1
2011-01-08,2011-02-04,1166619.28518093,1925444.99373206,1
2011-01-08,2011-01-21,1129339.14866831,1934716.72613196,1
2011-01-09,2011-01-21,1194579.29569103,1852168.95737693,1
2011-01-09,2011-01-20,1201181.38198982,1835832.269188,1
2011-01-09,2011-01-20,1158107.98587288,1851211.75380873,1
2011-01-09,2011-01-11,1175516.29236892,1901276.00370334,1
2011-01-09,2011-01-11,1154837.6000713,1873770.02730464,1
2011-01-09,2011-01-10,1151556.43301235,1939647.15838095,1
2011-01-09,2011-02-08,1129054.33919789,1937367.49670236,1
2011-01-09,2011-02-04,1131338.07299129,1938872.51408212,1
2011-01-09,2011-01-26,1162541.96007277,1932094.93789477,1
2011-01-09,2011-04-28,1173527.40369671,1834354.30262712,1
2011-01-09,2011-02-24,1204127.9692157,1834264.31106697,1
2011-01-09,2011-02-09,1160960.27989449,1873115.21002805,1
2011-01-09,2011-06-07,1193707.82682077,1846600.88639412,1
2011-01-09,2011-05-25,1182928.83212734,1830174.40268112,1
2011-01-10,2011-01-13,1146918.32998106,1847672.44131078,1
2011-01-10,2011-01-13,1165401.87717768,1842027.12763038,1
2011-01-10,2011-01-26,1155799.20603201,1917225.65452234,1
2011-01-10,2011-01-27,1176736.90410536,1910413.63011119,1
2011-01-10,2011-01-31,1154944.8261333,1856859.98992858,1
2011-01-10,2011-02-04,1155463.2128956,1921958.58670043,1
2011-01-10,2011-02-04,1156725.76449741,1924460.22898908,1
2011-01-10,2011-02-04,1154062.85623133,1924453.22311359,1
2011-01-10,2011-02-08,1130270.41597108,1934901.82682589,1
2011-01-10,2011-02-09,1152746.61981598,1935677.08950312,1
2011-01-10,2011-02-09,1154541.19969657,1933046.43322957,1
2011-01-10,2011-02-09,1155919.67998939,1939985.07023142,1
2011-01-10,2011-03-14,1176601.6990019,1892001.19267301,1
2011-01-10,2011-04-08,1180544.17418394,1834089.70943047,1
2011-01-10,2011-04-11,1156523.78333398,1920018.3087194,1
2011-01-10,2011-04-11,1156134.12013212,1920626.68632438,1
2011-01-10,2011-04-11,1154537.50260124,1932383.75638509,1
2011-01-10,2011-01-14,1154683.46628762,1921254.81287589,1
2011-01-10,2011-04-14,1154453.08917245,1922355.3899721,1
2011-01-10,2011-04-21,1194237.30792855,1852678.93878415,1
2011-01-10,2011-04-29,1155015.8857238,1924436.64542621,1
2011-01-10,2011-05-12,1155471.78949234,1922547.9593339,1
2011-01-10,2011-05-24,1168539.72680129,1842409.44603003,1
2011-01-10,2011-05-24,1166065.55140392,1845206.197768,1
2011-01-10,2011-06-01,1143287.90169109,1939452.1843835,1
2011-01-10,2011-01-14,1166512.06109845,1847538.57491794,1
2011-01-11,2011-01-13,1149436.6425002,1863090.64810834,1
2011-01-11,2011-01-13,1164879.58391964,1906727.65337426,1
2011-01-11,2011-01-13,1164176.55060078,1908080.83989301,1
2011-01-11,2011-01-17,1153198.46006694,1834723.69689221,1
2011-01-11,2011-01-26,1155995.83040478,1935403.6377257,1
2011-01-11,2011-01-26,1165530.59009008,1916684.99563358,1
2011-01-11,2011-01-31,1152695.23711903,1925935.50901698,1
2011-01-11,2011-01-31,1165355.89580581,1949151.60300064,1
2011-01-11,2011-02-09,1158307.98377676,1945383.0692206,1
2011-01-11,2011-03-29,1152671.36898949,1830711.67499071,1
2011-01-11,2011-04-07,1164768.49420876,1910709.39619907,1
2011-01-11,2011-04-19,1158597.70968372,1865402.61228862,1
2011-01-11,2011-04-19,1182474.647968,1858105.26868311,1
2011-01-12,2011-01-13,1158465.63029987,1928461.55762721,1
2011-01-12,2011-01-13,1138145.13678425,1900196.8628995,1
2011-01-12,2011-01-13,1156069.56578354,1852695.0539749,1
2011-01-12,2011-01-13,1155604.47227901,1928611.47952692,1
2011-01-12,2011-01-13,1161281.31152985,1832928.70221923,1
2011-01-12,2011-01-14,1158547.76151603,1918509.21727795,1
2011-01-12,2011-01-14,1165559.72138371,1858194.46292654,1
2011-01-12,2011-01-26,1160793.47517179,1948374.28408694,1
2011-01-12,2011-01-26,1186660.07058041,1846797.99442069,1
2011-01-12,2011-01-27,1171348.40372898,1890453.67466587,1
2011-01-12,2011-01-31,1161020.37060134,1878370.85003297,1
2011-01-12,2011-02-18,1169798.58988757,1899621.58138926,1
2011-01-12,2011-05-02,1160025.6819222,1925257.84700794,1
2011-01-12,2011-05-02,1163996.89047896,1925387.01562033,1
2011-01-12,2011-06-21,1186755.9182961,1864505.4199972,1
2011-01-12,2011-05-02,1166945.4549181,1925569.02856912,1
2011-01-13,2011-01-15,1143227.87892471,1918169.98271388,1
2011-01-13,2011-01-17,1163267.87848564,1888744.27349631,1
2011-01-13,2011-01-20,1169308.59367371,1831487.19607543,1
2011-01-13,2011-01-24,1181273.7597702,1847416.0945875,1
2011-01-13,2011-01-25,1168862.11776878,1882757.75841659,1
2011-01-13,2011-01-26,1130385.71240285,1865076.66878981,1
2011-01-13,2011-01-26,1162724.39003088,1912749.24997807,1
2011-01-13,2011-01-26,1158143.93992654,1923551.41408575,1
2011-01-13,2011-01-31,1172505.06050163,1846866.42581561,1
2011-01-13,2011-02-04,1125136.98997977,1944546.66236674,1
2011-01-13,2011-02-09,1160432.7926046,1941463.39000122,1
2011-01-13,2011-02-10,1124103.72290169,1946833.20876734,1
2011-01-13,2011-02-18,1163970.75996705,1892014.92003217,1
2011-01-13,2011-02-23,1151315.18040519,1923536.73947585,1
2011-01-13,2011-03-01,1146551.64818735,1924904.96891567,1
2011-01-13,2011-03-02,1174444.09540655,1889906.66852642,1
2011-01-13,2011-03-10,1148559.94349815,1870408.97011378,1
2011-01-13,2011-03-28,1125732.9851827,1948702.92421997,1
2011-01-13,2011-04-05,1125069.85400426,1948536.51936769,1
2011-01-13,2011-04-08,1138756.20592911,1908100.92487219,1
2011-01-13,2011-04-08,1140216.37878459,1903490.38646693,1
2011-01-13,2011-04-27,1153915.48263264,1904546.94681487,1
2011-01-13,2011-05-04,1137173.68002538,1906237.78970872,1
2011-01-13,2011-05-24,1189446.14302817,1845338.4822884,1
2011-01-13,2011-05-25,1178628.86832897,1822750.78877151,1
2011-01-13,2011-06-21,1174216.26039744,1904432.5608037,1
2011-01-14,2011-01-14,1128568.73009053,1918873.42779229,1
2011-01-14,2011-01-15,1143274.39117448,1916851.21133367,1
2011-01-14,2011-01-16,1176190.98920959,1831320.57067932,1
2011-01-14,2011-01-17,1161817.96440882,1827275.66168905,1
2011-01-14,2011-01-21,1190910.55762847,1852831.89818169,1
2011-01-14,2011-01-21,1195280.93576905,1853541.35979841,1
2011-01-14,2011-01-28,1116989.99997559,1936032.81690612,1
2011-01-14,2011-02-04,1118830.72998898,1932119.39748645,1
2011-01-14,2011-02-04,1202864.92352242,1832260.21230923,1
2011-01-14,2011-02-24,1177479.44383015,1823662.32892331,1
2011-01-14,2011-03-02,1155962.8412164,1892294.84997007,1
2011-01-14,2011-04-26,1169399.51661692,1932072.80897873,1
2011-01-14,2011-04-29,1124353.91469136,1923698.82018382,1
2011-01-14,2011-05-04,1151594.03089648,1904417.37541482,1
2011-01-14,2011-08-15,1171112.53979315,1922808.99078169,1
2011-01-15,2011-01-25,1167216.24407634,1858233.07316862,1
2011-01-15,2011-01-28,1159127.81371163,1874467.67787908,1
2011-01-15,2011-02-04,1154838.5000713,1873743.22730464,1
2011-01-15,2011-03-03,1155981.37947499,1915454.59790158,1
2011-01-15,2011-03-04,1184013.98256943,1818016.82489579,1
2011-01-15,2011-04-05,1139625.09000605,1935091.37999046,1
2011-01-15,2011-04-28,1175397.08948762,1827322.67463255,1
2011-01-15,2011-05-04,1143714.25803062,1896169.56413062,1
2011-01-16,2011-01-21,1123712.13713429,1941192.01751118,1
2011-01-16,2011-01-21,1195220.85990563,1853099.2647019,1
2011-01-16,2011-01-31,1169911.86448302,1839136.68922021,1
2011-01-16,2011-01-26,1163786.34601894,1936909.32969135,1
2011-01-16,2011-03-03,1170976.4752,1909526.07845,1
2011-01-16,2011-01-31,1173133.6534713,1825945.5622033,1
2011-01-16,2011-04-08,1177983.82237807,1829368.65151962,1
2011-01-16,2011-05-18,1164986.36199959,1831813.30008401,1
2011-01-17,2011-01-20,1146787.71241079,1910373.18007911,1
2011-01-17,2011-01-18,1172584.66850382,1914331.26918124,1
2011-01-17,2011-01-31,1166896.32438293,1939080.41013007,1
2011-01-17,2011-01-31,1154610.0667962,1832395.08908625,1
2011-01-17,2011-02-04,1148311.37938706,1888074.31072428,1
2011-01-17,2011-01-31,1172617.35031837,1826593.90568075,1
2011-01-17,2011-04-04,1159659.64501828,1926492.05129768,1
2011-01-17,2011-02-18,1129476.24468114,1861885.30672678,1
2011-01-17,2011-09-13,1162143.6546064,1921243.67227445,1
2011-01-17,2011-01-21,1172202.7647204,1869702.72751986,1
2011-01-17,2011-01-27,1176398.53381478,1851150.33298371,1
2011-01-18,2011-01-19,1136475.55271037,1911078.55607408,1
2011-01-18,2011-01-20,1131817.00198566,1860639.70768634,1
2011-01-18,2011-01-20,1163591.99599846,1881464.56319069,1
2011-01-18,2011-01-25,1136876.57787708,1928996.38622752,1
2011-01-18,2011-01-26,1198412.80638497,1847532.21990061,1
2011-01-18,2011-01-26,1172267.58997424,1855064.83001462,1
2011-01-18,2011-01-26,1170283.86831264,1855007.28667744,1
2011-01-18,2011-01-26,1163751.31963182,1938433.40949187,1
2011-01-18,2011-02-01,1154538.32350435,1919256.74407648,1
2011-01-18,2011-01-31,1178637.53511965,1867939.74106654,1
2011-01-18,2011-02-09,1165366.97010861,1950992.63000476,1
2011-01-18,2011-02-19,1203214.1532953,1829984.87642413,1
2011-01-18,2011-02-23,1146594.16016706,1917158.81999822,1
2011-01-18,2011-03-31,1173889.93749435,1868659.48992113,1
2011-01-18,2011-04-04,1152046.35122421,1913394.56988257,1
2011-01-18,2011-04-08,1141469.27897819,1907878.07541295,1
2011-01-18,2011-04-11,1169792.22148245,1933624.31038105,1
2011-01-18,2011-04-13,1128267.31472238,1923110.43751622,1
2011-01-18,2011-04-29,1156400.92572908,1924180.20527345,1
2011-01-18,2011-04-11,1163337.32998165,1951223.04999304,1
2011-01-18,2011-05-09,1154950.732991,1910462.23919274,1
2011-01-18,2011-05-03,1176409.45997321,1909790.29922506,1
2011-01-18,2011-05-11,1163718.20350647,1911344.44182544,1
2011-01-19,2011-01-19,1166410.12272199,1875542.03597074,1
2011-01-19,2011-01-21,1167222.15059666,1891843.63996991,1
2011-01-19,2011-01-21,1143234.57892471,1918170.18271388,1
2011-01-19,2011-01-21,1129272.39838119,1933665.64886677,1
2011-01-19,2011-01-25,1151510.7982066,1852590.96429348,1
2011-01-19,2011-01-25,1174310.86100597,1889742.14840354,1
2011-01-19,2011-01-25,1172976.2553104,1853523.78268495,1
2011-01-19,2011-01-26,1171685.81469151,1921538.32542311,1
2011-01-19,2011-01-26,1166020.52568659,1948619.42001533,1
2011-01-19,2011-01-26,1156921.83538093,1917546.99287986,1
2011-01-19,2011-01-26,1167219.47842238,1946666.15800337,1
2011-01-19,2011-01-31,1119836.55642831,1922869.00747837,1
2011-01-19,2011-01-31,1165342.07042983,1948754.94498984,1
2011-01-19,2011-01-31,1164382.62081695,1945032.71003046,1
2011-01-19,2011-01-31,1164551.70992967,1945255.46146723,1
2011-01-19,2011-02-09,1156253.58012366,1939842.89703209,1
2011-01-19,2011-02-18,1169034.69848207,1891895.810012,1
2011-01-19,2011-02-18,1133535.93807338,1929373.23142943,1
2011-01-19,2011-02-23,1135118.69517875,1921972.39931506,1
2011-01-19,2011-02-23,1139864.45043153,1927737.72980226,1
2011-01-19,2011-02-24,1177526.17909801,1822474.87412904,1
2011-01-19,2011-03-01,1142024.05962486,1900523.50726805,1
2011-01-19,2011-03-03,1179290.75048421,1823763.70523365,1
2011-01-19,2011-03-10,1152085.21238782,1910204.60008557,1
2011-01-19,2011-04-11,1154922.5747027,1929171.52060299,1
2011-01-19,2011-04-19,1166690.61851722,1853267.9575265,1
2011-01-19,2011-05-02,1162956.73662227,1926702.86967177,1
2011-01-19,2011-05-10,1147715.20081754,1937102.36743335,1
2011-01-19,2011-05-11,1161383.95152812,1913012.89158475,1
2011-01-19,2011-05-24,1189110.96781556,1846106.3820779,1
2011-01-19,2011-06-07,1172535.11990176,1845855.08339095,1
2011-01-20,2011-01-21,1169928.97359243,1867968.71672234,1
2011-01-20,2011-01-21,1173725.86032119,1907197.10129794,1
2011-01-20,2011-01-21,1175360.91700796,1900813.1616811,1
2011-01-20,2011-01-21,1160438.58239919,1899011.83893109,1
2011-01-20,2011-01-21,1161111.24148439,1921963.14233419,1
2011-01-20,2011-01-21,1132413.06321855,1864541.13548527,1
2011-01-20,2011-01-23,1167372.42002079,1924043.81059453,1
2011-01-20,2011-01-25,1181870.27690244,1883583.65811635,1
2011-01-20,2011-01-25,1146682.22998909,1936877.17998306,1
2011-01-20,2011-01-25,1163419.99697121,1911336.23631332,1
2011-01-20,2011-01-25,1163927.37997763,1881344.51111902,1
2011-01-20,2011-01-26,1204455.56510539,1833797.03843332,1
2011-01-20,2011-01-26,1193702.84997144,1846770.60999346,1
2011-01-20,2011-01-26,1172920.98101132,1832570.04862183,1
2011-01-20,2011-01-27,1165780.03269851,1889477.04120628,1
2011-01-20,2011-01-31,1189263.60717971,1870532.1169294,1
2011-01-20,2011-01-31,1176265.52173423,1867192.41989633,1
2011-01-20,2011-02-18,1130845.34968156,1861289.55829309,1
2011-01-20,2011-02-18,1141620.34902624,1927041.18963202,1
2011-01-20,2011-03-03,1168166.83418968,1847716.71189484,1
2011-01-20,2011-04-04,1147202.68279313,1915606.80771203,1
2011-01-20,2011-04-08,1141045.70832685,1908810.32877138,1
2011-01-20,2011-04-11,1171603.2904717,1926142.22560242,1
2011-01-20,2011-04-14,1153133.51121765,1853419.56000714,1
2011-01-20,2011-05-18,1124407.21722503,1947840.18989308,1
2011-01-20,2011-06-10,1126729.98937847,1949556.58996946,1
2011-01-20,2011-06-21,1156016.74051209,1906089.36753421,1
2011-01-21,2011-01-21,1133064.46092121,1864995.05070859,1
2011-01-21,2011-01-24,1150876.07857909,1848212.96253062,1
2011-01-21,2011-01-25,1138213.61641104,1928032.43762139,1
2011-01-21,2011-01-25,1165384.14768781,1864628.06947553,1
2011-01-21,2011-01-25,1132930.38272225,1938157.24031462,1
2011-01-21,2011-01-26,1159352.7210923,1935786.75998239,1
2011-01-21,2011-01-26,1203839.86861988,1832289.38002548,1
2011-01-21,2011-01-27,1158062.81846611,1876570.76978955,1
2011-01-21,2011-01-27,1156660.13140313,1860696.07178856,1
2011-01-21,2011-01-27,1159079.26821007,1864456.00467648,1
2011-01-21,2011-01-28,1130022.29989548,1915211.04182515,1
2011-01-21,2011-01-28,1120207.95001978,1920245.44132842,1
2011-01-21,2011-01-29,1174500.1833168,1863156.90767107,1
2011-01-21,2011-02-21,1155489.93427066,1942307.3696717,1
2011-01-21,2011-02-22,1161915.89111956,1927219.14037937,1
2011-01-21,2011-02-28,1176465.37762751,1907218.57969373,1
2011-01-21,2011-03-02,1177260.35928523,1895084.73401655,1
2011-01-21,2011-03-02,1157729.35983159,1899894.7532873,1
2011-01-21,2011-03-03,1157382.56978256,1913165.14056594,1
2011-01-21,2011-03-28,1171979.71999951,1820558.13099559,1
2011-01-21,2011-04-05,1167754.71241027,1862653.16988871,1
2011-01-21,2011-04-05,1146218.59401894,1935688.51247023,1
2011-01-21,2011-04-05,1146241.89401894,1935695.91247023,1
2011-01-21,2011-04-08,1178053.70001727,1905777.80391034,1
2011-01-21,2011-04-27,1152606.95342761,1903872.58890724,1
2011-01-21,2011-05-02,1169843.50367712,1847099.20549149,1
2011-01-21,2011-05-02,1151787.56278036,1916374.13758497,1
2011-01-21,2011-06-21,1150779.21230563,1899737.95309431,1
2011-01-22,2011-01-25,1172867.5004869,1874059.43368547,1
2011-01-22,2011-01-26,1164064.70991956,1934327.43408835,1
2011-01-22,2011-02-18,1153365.41337357,1863925.79750418,1
2011-01-22,2011-03-02,1158371.33190235,1899907.92801298,1
2011-01-22,2011-03-03,1154124.62199656,1903802.50801423,1
2011-01-22,2011-04-28,1174594.87992176,1831845.85519841,1
2011-01-22,2011-05-17,1190696.49863135,1840988.75900406,1
2011-01-22,2011-05-20,1118386.73179557,1933161.66009121,1
2011-01-22,2011-05-25,1175908.31986912,1896832.66262354,1
2011-01-22,2011-08-25,1130703.8985968,1914571.29091114,1
2011-01-23,2011-01-25,1174391.54390968,1885465.63060687,1
2011-01-23,2011-02-03,1174375.09240498,1839241.69028171,1
2011-01-23,2011-02-18,1133339.36520456,1866697.64421706,1
2011-01-23,2011-03-31,1180423.85620892,1878283.69922718,1
2011-01-24,2011-05-24,1169816.28118124,1837861.49980744,1
2011-01-24,2011-03-02,1172399.37091464,1904972.70881682,1
2011-01-24,2011-02-22,1121421.64712226,1923318.59780668,1
2011-01-24,2011-04-28,1187370.62322765,1848146.89652496,1
2011-01-24,2011-02-10,1162594.95978597,1881173.64677974,1
2011-01-24,2011-03-30,1164237.71981913,1905917.26997837,1
2011-01-24,2011-04-08,1142780.92742696,1908850.04022642,1
2011-01-24,2011-02-04,1151217.80619351,1847888.79058093,1
2011-01-24,2011-04-08,1174314.5972812,1830311.66598959,1
2011-01-24,2011-02-09,1157145.92723153,1943030.42110959,1
2011-01-24,2011-01-31,1170523.5712181,1840083.8499091,1
2011-01-24,2011-01-27,1160077.86162561,1878388.59000213,1
2011-01-24,2011-01-27,1154778.66630479,1863636.77752353,1
2011-01-24,2011-01-27,1166040.7246276,1852769.41653062,1
2011-01-24,2011-01-27,1178850.50308236,1857195.41957046,1
2011-01-24,2011-01-25,1133713.21386898,1922610.1415963,1
2011-01-24,2011-01-26,1159207.45351234,1918521.81960971,1
2011-01-24,2011-01-25,1123670.1300261,1936433.20960921,1
2011-01-24,2011-03-31,1181788.03881539,1846392.54460425,1
2011-01-24,2011-01-28,1123667.0005923,1944993.5205813,1
2011-01-24,2011-04-29,1136503.55262972,1945086.97191818,1
2011-01-24,2011-01-24,1163513.12597239,1908015.01323141,1
2011-01-24,2011-05-04,1147805.83990207,1897343.85230984,1
2011-01-25,2011-04-11,1133325.90112611,1923270.766981,1
2011-01-25,2011-02-04,1148379.87999734,1923613.89997641,1
2011-01-25,2011-02-04,1154153.42696563,1885193.77997352,1
2011-01-25,2011-01-28,1142085.23099083,1933911.53701814,1
2011-01-25,2011-01-27,1154089.75013361,1875926.93731307,1
2011-01-25,2011-01-27,1150846.30018867,1872246.20882184,1
2011-01-25,2011-02-14,1138279.13546706,1916451.20371259,1
2011-01-25,2011-02-14,1137887.41258244,1918322.96212139,1
2011-01-25,2011-02-11,1197606.60370853,1851510.25480013,1
2011-01-25,2011-02-04,1160933.87590229,1881411.444377,1
